SO_2021_10_26_Instance_4	PMC1626394.nxml.gz_17	2594 2607	mitochondrial	SO_biobert_model_local_PMC1626394.nxml.gz
SO_2021_10_26_Instance_1578	PMC5187359.nxml.gz_210	37841 37845	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1579	PMC5187359.nxml.gz_211	37992 37996	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1580	PMC5187359.nxml.gz_212	38101 38105	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1581	PMC5187359.nxml.gz_212	38195 38199	Gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1582	PMC5187359.nxml.gz_212	38292 38297	genes	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1583	PMC5187359.nxml.gz_213	38473 38477	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1584	PMC5187359.nxml.gz_216	38849 38853	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1585	PMC5187359.nxml.gz_217	38989 38993	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1586	PMC5187359.nxml.gz_218	39088 39092	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1587	PMC5187359.nxml.gz_218	39123 39127	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1588	PMC5187359.nxml.gz_219	39236 39240	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1589	PMC5187359.nxml.gz_219	39348 39352	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1590	PMC5187359.nxml.gz_220	39511 39515	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1591	PMC5187359.nxml.gz_220	39569 39573	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1592	PMC5187359.nxml.gz_221	39883 39887	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1593	PMC5187359.nxml.gz_275	50162 50166	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1594	PMC5187359.nxml.gz_276	50524 50528	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1595	PMC5187359.nxml.gz_276	50627 50631	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1596	PMC5187359.nxml.gz_279	51295 51299	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1597	PMC5187359.nxml.gz_281	51932 51936	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1598	PMC5187359.nxml.gz_283	52317 52321	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1599	PMC5187359.nxml.gz_285	52596 52600	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1600	PMC5187359.nxml.gz_287	53134 53138	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1601	PMC5187359.nxml.gz_289	53493 53497	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1602	PMC5187359.nxml.gz_293	54229 54233	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1603	PMC5187359.nxml.gz_301	55993 55997	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1604	PMC5187359.nxml.gz_303	56518 56523	genes	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1605	PMC5187359.nxml.gz_303	56644 56648	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1606	PMC5187359.nxml.gz_304	56885 56889	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1607	PMC5187359.nxml.gz_307	57417 57421	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1608	PMC5187359.nxml.gz_308	57677 57681	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1609	PMC5187359.nxml.gz_309	58043 58047	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1610	PMC5187359.nxml.gz_311	58410 58414	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1611	PMC5187359.nxml.gz_317	59970 59974	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1612	PMC5187359.nxml.gz_322	61247 61251	gene	SO_crf_model_full_5cv_local_PMC5187359.nxml.gz
SO_2021_10_26_Instance_1614	PMC5226708.nxml.gz_32	8401 8409	messages	SO_crf_model_full_5cv_local_PMC5226708.nxml.gz
SO_2021_10_26_Instance_1615	PMC5226708.nxml.gz_71	16212 16217	genes	SO_crf_model_full_5cv_local_PMC5226708.nxml.gz
SO_2021_10_26_Instance_1616	PMC5226708.nxml.gz_80	18403 18408	genes	SO_crf_model_full_5cv_local_PMC5226708.nxml.gz
SO_2021_10_26_Instance_1617	PMC5226708.nxml.gz_82	18933 18937	Gaps	SO_crf_model_full_5cv_local_PMC5226708.nxml.gz
SO_2021_10_26_Instance_1618	PMC5226708.nxml.gz_90	21300 21304	gaps	SO_crf_model_full_5cv_local_PMC5226708.nxml.gz
SO_2021_10_26_Instance_1620	PMC5240907.nxml.gz_4	742 749	domains	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1621	PMC5240907.nxml.gz_61	8570 8576	domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1622	PMC5240907.nxml.gz_62	8624 8630	domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1623	PMC5240907.nxml.gz_63	8916 8922	domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1624	PMC5240907.nxml.gz_77	10584 10590	Domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1625	PMC5240907.nxml.gz_77	11032 11038	Domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1626	PMC5240907.nxml.gz_77	11158 11164	Domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1627	PMC5240907.nxml.gz_83	11824 11830	domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1628	PMC5240907.nxml.gz_83	11929 11935	domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1629	PMC5240907.nxml.gz_88	12883 12889	domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1630	PMC5240907.nxml.gz_88	12971 12977	domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1631	PMC5240907.nxml.gz_95	14425 14431	domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1632	PMC5240907.nxml.gz_96	14686 14692	domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1633	PMC5240907.nxml.gz_112	17541 17547	domain	SO_crf_model_full_5cv_local_PMC5240907.nxml.gz
SO_2021_10_26_Instance_1637	PMC5405375.nxml.gz_62	11439 11447	messages	SO_crf_model_full_5cv_local_PMC5405375.nxml.gz
SO_2021_10_26_Instance_1642	PMC5539754.nxml.gz_114	24345 24350	genes	SO_crf_model_full_5cv_local_PMC5539754.nxml.gz
SO_2021_10_26_Instance_1643	PMC5539754.nxml.gz_114	24395 24401	genome	SO_crf_model_full_5cv_local_PMC5539754.nxml.gz
SO_2021_10_26_Instance_1644	PMC5539754.nxml.gz_158	30827 30836	consensus	SO_crf_model_full_5cv_local_PMC5539754.nxml.gz
SO_2021_10_26_Instance_1646	PMC5540678.nxml.gz_51	11771 11778	genetic	SO_crf_model_full_5cv_local_PMC5540678.nxml.gz
SO_2021_10_26_Instance_1648	PMC5546866.nxml.gz_0	98 105	Genetic	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1649	PMC5546866.nxml.gz_0	168 172	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1650	PMC5546866.nxml.gz_0	177 182	genes	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1651	PMC5546866.nxml.gz_1	425 429	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1652	PMC5546866.nxml.gz_5	832 836	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1653	PMC5546866.nxml.gz_8	1208 1212	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1654	PMC5546866.nxml.gz_8	1331 1337	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1655	PMC5546866.nxml.gz_11	1802 1809	Genetic	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1656	PMC5546866.nxml.gz_11	2051 2055	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1657	PMC5546866.nxml.gz_12	2233 2237	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1658	PMC5546866.nxml.gz_18	3021 3028	genetic	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1659	PMC5546866.nxml.gz_19	3102 3108	genome	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1660	PMC5546866.nxml.gz_19	3173 3179;3179 3180;3180 3190;3191 3204	single - nucleotide polymorphisms	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1661	PMC5546866.nxml.gz_19	3206 3210	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1662	PMC5546866.nxml.gz_19	3226 3231	genes	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1663	PMC5546866.nxml.gz_21	3549 3553	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1664	PMC5546866.nxml.gz_26	4528 4535	genetic	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1665	PMC5546866.nxml.gz_27	4738 4742	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1666	PMC5546866.nxml.gz_52	9779 9783	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1667	PMC5546866.nxml.gz_52	9865 9871	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1668	PMC5546866.nxml.gz_53	9908 9912	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1669	PMC5546866.nxml.gz_55	10190 10197	genetic	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1670	PMC5546866.nxml.gz_56	10276 10280	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1671	PMC5546866.nxml.gz_62	11041 11045	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1672	PMC5546866.nxml.gz_62	11121 11127	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1673	PMC5546866.nxml.gz_63	11248 11254	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1674	PMC5546866.nxml.gz_65	11537 11541	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1675	PMC5546866.nxml.gz_70	12607 12611	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1676	PMC5546866.nxml.gz_72	12934 12938	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1677	PMC5546866.nxml.gz_72	13016 13023	alleles	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1678	PMC5546866.nxml.gz_73	13174 13181	alleles	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1679	PMC5546866.nxml.gz_79	13634 13641	genetic	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1680	PMC5546866.nxml.gz_81	13875 13882	alleles	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1681	PMC5546866.nxml.gz_81	13894 13898	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1682	PMC5546866.nxml.gz_87	15351 15357	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1683	PMC5546866.nxml.gz_88	15658 15664	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1684	PMC5546866.nxml.gz_89	15792 15796	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1685	PMC5546866.nxml.gz_91	15975 15979	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1686	PMC5546866.nxml.gz_91	16451 16455	gene	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1687	PMC5546866.nxml.gz_91	16556 16562	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1688	PMC5546866.nxml.gz_94	16959 16965	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1689	PMC5546866.nxml.gz_94	17092 17098	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1690	PMC5546866.nxml.gz_96	17523 17527	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1691	PMC5546866.nxml.gz_97	17682 17688	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1692	PMC5546866.nxml.gz_97	17724 17730	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1693	PMC5546866.nxml.gz_97	17787 17793	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1694	PMC5546866.nxml.gz_97	17827 17833	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1695	PMC5546866.nxml.gz_98	18040 18046	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1696	PMC5546866.nxml.gz_102	18354 18358	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1697	PMC5546866.nxml.gz_102	18910 18914	gene	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1698	PMC5546866.nxml.gz_103	19020 19026	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1699	PMC5546866.nxml.gz_106	19491 19495	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1700	PMC5546866.nxml.gz_111	20021 20027	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1701	PMC5546866.nxml.gz_111	20066 20072	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1702	PMC5546866.nxml.gz_111	20119 20126	alleles	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1703	PMC5546866.nxml.gz_112	20211 20215	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1704	PMC5546866.nxml.gz_114	20381 20387	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1705	PMC5546866.nxml.gz_114	20487 20493	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1706	PMC5546866.nxml.gz_118	21063 21070	genetic	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1707	PMC5546866.nxml.gz_119	21463 21467	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1708	PMC5546866.nxml.gz_120	21573 21580	genetic	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1709	PMC5546866.nxml.gz_123	22011 22015	gene	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1710	PMC5546866.nxml.gz_126	22336 22340	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1711	PMC5546866.nxml.gz_128	22769 22776	genetic	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1712	PMC5546866.nxml.gz_129	22873 22877	gene	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1713	PMC5546866.nxml.gz_129	23044 23047	SNP	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1714	PMC5546866.nxml.gz_132	23555 23558	SNP	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1715	PMC5546866.nxml.gz_132	23710 23713	SNP	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1716	PMC5546866.nxml.gz_133	23906 23914	promoter	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1717	PMC5546866.nxml.gz_133	23936 23940	gene	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1718	PMC5546866.nxml.gz_133	23996 24002	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1719	PMC5546866.nxml.gz_134	24046 24052	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1720	PMC5546866.nxml.gz_134	24205 24211	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1721	PMC5546866.nxml.gz_135	24441 24447	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1722	PMC5546866.nxml.gz_136	24502 24506	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1723	PMC5546866.nxml.gz_137	24700 24706	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1724	PMC5546866.nxml.gz_140	25085 25091	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1725	PMC5546866.nxml.gz_141	25242 25248	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1726	PMC5546866.nxml.gz_141	25325 25331	allele	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1727	PMC5546866.nxml.gz_146	26422 26426	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1728	PMC5546866.nxml.gz_148	26718 26722	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1729	PMC5546866.nxml.gz_149	26837 26841	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1730	PMC5546866.nxml.gz_149	26842 26847	genes	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1731	PMC5546866.nxml.gz_150	27015 27022	genetic	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1732	PMC5546866.nxml.gz_150	27179 27183	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1733	PMC5546866.nxml.gz_151	27282 27286	SNPs	SO_crf_model_full_5cv_local_PMC5546866.nxml.gz
SO_2021_10_26_Instance_1737	PMC5732505.nxml.gz_147	24431 24438	genetic	SO_crf_model_full_5cv_local_PMC5732505.nxml.gz
SO_2021_10_26_Instance_1740	PMC6000839.nxml.gz_16	2628 2635	genetic	SO_crf_model_full_5cv_local_PMC6000839.nxml.gz
SO_2021_10_26_Instance_1741	PMC6000839.nxml.gz_134	20263 20270	genetic	SO_crf_model_full_5cv_local_PMC6000839.nxml.gz
SO_2021_10_26_Instance_1744	PMC6022422.nxml.gz_14	2620 2624	gene	SO_crf_model_full_5cv_local_PMC6022422.nxml.gz
SO_2021_10_26_Instance_1745	PMC6022422.nxml.gz_78	13307 13315	isoforms	SO_crf_model_full_5cv_local_PMC6022422.nxml.gz
SO_2021_10_26_Instance_1746	PMC6022422.nxml.gz_79	13496 13500	gene	SO_crf_model_full_5cv_local_PMC6022422.nxml.gz
SO_2021_10_26_Instance_1748	PMC6029118.nxml.gz_85	13520 13528	messages	SO_crf_model_full_5cv_local_PMC6029118.nxml.gz
SO_2021_10_26_Instance_1749	PMC6029118.nxml.gz_135	21531 21539;21540 21545	Sampling frame	SO_crf_model_full_5cv_local_PMC6029118.nxml.gz
SO_2021_10_26_Instance_1751	PMC6033232.nxml.gz_135	27047 27051	gene	SO_crf_model_full_5cv_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_1752	PMC6033232.nxml.gz_149	29557 29561	gene	SO_crf_model_full_5cv_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_1753	PMC6033232.nxml.gz_149	29630 29634	gene	SO_crf_model_full_5cv_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_1754	PMC6033232.nxml.gz_150	29829 29836	genomic	SO_crf_model_full_5cv_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_1755	PMC6033232.nxml.gz_151	29882 29889;29890 29897	forward primers	SO_crf_model_full_5cv_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_1756	PMC6033232.nxml.gz_151	29999 30005	primer	SO_crf_model_full_5cv_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_1757	PMC6033232.nxml.gz_151	30055 30062;30063 30069	reverse primer	SO_crf_model_full_5cv_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_1758	PMC6033232.nxml.gz_155	30626 30630	gene	SO_crf_model_full_5cv_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_1759	PMC6033232.nxml.gz_156	30674 30681	forward ...	SO_crf_model_full_5cv_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_1760	PMC6033232.nxml.gz_156	30686 30693	reverse	SO_crf_model_full_5cv_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_1761	PMC6033232.nxml.gz_156	30744 30750	primer	SO_crf_model_full_5cv_local_PMC6033232.nxml.gz
SO_2021_10_26_Instance_1763	PMC6039335.nxml.gz_0	0 7	Genetic	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1764	PMC6039335.nxml.gz_3	622 629	genetic	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1765	PMC6039335.nxml.gz_23	3628 3635	genetic	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1766	PMC6039335.nxml.gz_47	7688 7695	genetic	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1767	PMC6039335.nxml.gz_54	8752 8759	GENETIC	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1768	PMC6039335.nxml.gz_65	10531 10538	genetic	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1769	PMC6039335.nxml.gz_72	11983 11990	genetic	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1770	PMC6039335.nxml.gz_72	12077 12084	genetic	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1771	PMC6039335.nxml.gz_88	15144 15149	CCAAT	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1772	PMC6039335.nxml.gz_88	15150 15158	enhancer	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1773	PMC6039335.nxml.gz_89	15309 15313	gene	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1774	PMC6039335.nxml.gz_94	16106 16111	genes	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1775	PMC6039335.nxml.gz_119	19728 19735	genetic	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1776	PMC6039335.nxml.gz_123	20203 20210	genetic	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1777	PMC6039335.nxml.gz_185	28594 28599	genes	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1778	PMC6039335.nxml.gz_239	37323 37328	CCAAT	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1779	PMC6039335.nxml.gz_239	37329 37337	enhancer	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1780	PMC6039335.nxml.gz_239	37360 37365	CCAAT	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1781	PMC6039335.nxml.gz_239	37366 37374	enhancer	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1782	PMC6039335.nxml.gz_239	37596 37600	gene	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1783	PMC6039335.nxml.gz_264	41884 41888	gene	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1784	PMC6039335.nxml.gz_271	43147 43153;43154 43164;43165 43177	single nucleotide polymorphism	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1785	PMC6039335.nxml.gz_275	43888 43895	genetic	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1786	PMC6039335.nxml.gz_277	44131 44135	gene	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1787	PMC6039335.nxml.gz_323	52269 52273	gene	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
SO_2021_10_26_Instance_1788	PMC6039335.nxml.gz_325	52635 52639	gene	SO_crf_model_full_5cv_local_PMC6039335.nxml.gz
