CL_EXT_2021_10_26_Instance_2	PMC1474522.nxml.gz_1	129 138	Müllerian	CL_EXT_biobert_model_local_PMC1474522.nxml.gz
CL_EXT_2021_10_26_Instance_1400	PMC6039335.nxml.gz_29	4854 4858	cell	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1401	PMC6039335.nxml.gz_29	4900 4906;4907 4911	muscle cell	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1402	PMC6039335.nxml.gz_29	4945 4949	cell	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1403	PMC6039335.nxml.gz_31	5243 5248	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1404	PMC6039335.nxml.gz_31	5296 5301	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1405	PMC6039335.nxml.gz_32	5331 5342;5343 5347;5348 5353	mesenchymal stem cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1406	PMC6039335.nxml.gz_32	5416 5420	cell	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1407	PMC6039335.nxml.gz_33	5494 5499	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1408	PMC6039335.nxml.gz_33	5521 5527;5528 5534	muscle fibres	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1409	PMC6039335.nxml.gz_33	5549 5554	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1410	PMC6039335.nxml.gz_33	5595 5600	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1411	PMC6039335.nxml.gz_33	5670 5680	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1412	PMC6039335.nxml.gz_33	5682 5693	fibroblasts	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1413	PMC6039335.nxml.gz_33	5741 5746	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1414	PMC6039335.nxml.gz_34	5815 5826;5827 5831;5832 5837	mesenchymal stem cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1415	PMC6039335.nxml.gz_35	5978 5989;5990 5994;5995 6000	mesenchymal stem cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1416	PMC6039335.nxml.gz_35	6118 6128	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1417	PMC6039335.nxml.gz_37	6241 6246	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1418	PMC6039335.nxml.gz_38	6354 6364	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1419	PMC6039335.nxml.gz_38	6425 6430	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1420	PMC6039335.nxml.gz_39	6464 6473	adipocyte	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1421	PMC6039335.nxml.gz_40	6595 6600	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1422	PMC6039335.nxml.gz_42	6918 6923	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1423	PMC6039335.nxml.gz_43	7020 7025	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1424	PMC6039335.nxml.gz_43	7055 7062;7063 7071;7072 7077	stromal vascular cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1425	PMC6039335.nxml.gz_43	7146 7156	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1426	PMC6039335.nxml.gz_44	7275 7285	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1427	PMC6039335.nxml.gz_51	8305 8315	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1428	PMC6039335.nxml.gz_52	8440 8450	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1429	PMC6039335.nxml.gz_52	8514 8524	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1430	PMC6039335.nxml.gz_53	8625 8635	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1431	PMC6039335.nxml.gz_88	15011 15020	adipocyte	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1432	PMC6039335.nxml.gz_106	17945 17949	cell	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1433	PMC6039335.nxml.gz_240	37799 37811	preadipocyte	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1434	PMC6039335.nxml.gz_253	39926 39935	adipocyte	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1435	PMC6039335.nxml.gz_266	42203 42213	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1436	PMC6039335.nxml.gz_270	43015 43024	adipocyte	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1437	PMC6039335.nxml.gz_277	44064 44076	preadipocyte	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1438	PMC6039335.nxml.gz_277	44157 44162	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1439	PMC6039335.nxml.gz_285	45122 45134	preadipocyte	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1440	PMC6039335.nxml.gz_290	45622 45634	preadipocyte	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1441	PMC6039335.nxml.gz_290	45652 45657	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1442	PMC6039335.nxml.gz_297	46858 46863	cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1443	PMC6039335.nxml.gz_297	46881 46887;46888 46893	muscle cells	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1444	PMC6039335.nxml.gz_297	46895 46906	fibroblasts	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1445	PMC6039335.nxml.gz_297	46911 46921	adipocytes	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1446	PMC6039335.nxml.gz_302	47515 47524	Adipocyte	CL_EXT_crf_model_full_5cv_local_PMC6039335.nxml.gz
CL_EXT_2021_10_26_Instance_1448	PMC6054603.nxml.gz_44	8183 8189	skills	CL_EXT_crf_model_full_5cv_local_PMC6054603.nxml.gz
CL_EXT_2021_10_26_Instance_1450	PMC6056931.nxml.gz_184	30138 30143;30144 30150	motor skills	CL_EXT_crf_model_full_5cv_local_PMC6056931.nxml.gz
CL_EXT_2021_10_26_Instance_1451	PMC6056931.nxml.gz_192	31634 31637;31638 31643;31644 31649	red blood cells	CL_EXT_crf_model_full_5cv_local_PMC6056931.nxml.gz
CL_EXT_2021_10_26_Instance_1452	PMC6056931.nxml.gz_209	33949 33952;33953 33958;33959 33963	red blood cell	CL_EXT_crf_model_full_5cv_local_PMC6056931.nxml.gz
CL_EXT_2021_10_26_Instance_1453	PMC6056931.nxml.gz_215	34649 34657	neuronal	CL_EXT_crf_model_full_5cv_local_PMC6056931.nxml.gz
